UGC_00279             0 0 0 0  6.423 2.493  6.159   4.9138  6.9106  12.2099  87.53 Sb    7.0618  30.8033
UGC_00484             0 0 0 0  6.735 4.548  6.845   3.7459  5.4903   9.4497  68.42 Sb   11.7333  32.6753
MCG_-02-03-015        0 0 0 0  7.284 4.156  6.731   6.1771  4.3541  12.0247  77.85 Sb   11.9435  -9.8351  656 52148 117  0.0191  7.7824  0.2373    0.0267         5.2119  0.3184
UGCA_014              0 0 0 0  9.866 9.591  9.797   0.      0.3834   0.      17.27 Scd  11.9480  -9.8995  656 52148 114  0.0045  0.0176  0.0582    2.9074 7.9989  0.0123  5.9156
ESO_541-_G_001        1 0 0 0  7.432 3.857  6.602   8.0308  4.7039  14.6363  85.51 Sbc  13.7631 -19.0060
UGC_00602             1 0 0 0  6.809 5.624  4.678   1.2546  2.8052   3.6499  86.02 Sc   14.5971  36.7305
ESO_541-_G_004        1 0 0 0  8.911 7.728  9.295   0.8072  0.8915   1.8326  25.64 Sbc  14.7417 -18.7426
MCG_-01-03-085        1 0 0 0  9.760 9.465  9.387   0.3717  0.4442   0.8783  14.00 Scd  16.2702  -6.2122
UGC_00711             0 0 0 0  9.652 9.029  9.280   0.      0.2289   0.      26.63 Scd  17.1542   1.6415
UGC_00724             1 0 0 0  6.803 4.227  6.491   5.1675  2.5467   8.9167  72.44 Sb   17.4974  32.3683
UGC_00725             0 0 0 0  7.774 5.845  6.156   1.2649  5.6685   4.6923  71.24 Scd  17.5434  43.1085
UGC_00783             1 0 0 0  6.887 5.200  4.696   2.5951  4.0035   6.6724  83.14 Sc   18.6094  42.5563
UGC_00833             1 0 0 0  8.275 7.173  5.931   4.2037  2.5377   7.7591  71.29 Scd  19.5369  11.3818
UGC_01033             0 0 0 0  8.783 7.638  7.488   1.0896  4.8288   4.0167  56.80 Scd  21.8952  31.5547
UGC_01073             1 0 0 0  8.887 7.498  7.831   0.      0.9255   0.      51.38 Scd  22.5309  25.8628
UGC_01167             1 0 0 0  8.395 6.892  7.071   2.2106  1.2402   3.9780  58.72 Scd  24.5868   7.5341
UGC_01200             1 0 0 0  9.815 9.616  9.799   0.      0.0743   0.      11.28 Irr  25.7011  13.1559  429 51820 291  0.0027  0.0540  0.0566    0.9778 8.4404
UGC_01209             1 0 0 0  8.451 6.988  6.503   4.2695  1.7550   6.9007  67.26 Scd  25.9377  12.1636
UGC_01347             1 0 0 0  6.605 5.253  4.961   6.4064  5.2217  13.1654  77.61 Sc   28.1913  36.6190
UGC_01395             1 0 0 0  7.209 3.922  6.898   5.7294  2.3895   9.3376  70.56 Sb   28.8417   6.6117
UGC_01449             1 0 0 0  8.061 6.557  5.382   0.5812  1.5778   1.8025  75.44 Scd  29.5278   3.0876
UGC_01449_NOTES01     1 0 0 0  6.267 4.045  6.391   0.      0.       8.2334  75.91 Sa   29.5217   3.0830
UGC_01498             1 0 0 0  7.506 5.358  7.422   1.5472  1.7178   3.5418  64.37 Sb   30.2454   8.3111
UGC_01546             1 0 0 0  9.003 8.329  8.652   0.1673  0.2555   0.4276  32.96 Sc   30.8342  18.6296
UGC_01651             1 0 0 0  4.276 0.829  2.136 137.1022 12.1217 130.8629 158.85 E    32.4106  35.7972
